1,夫のカードを使いたいのですがいいですか？,true
1,家族のカードを使うことはできますか？,false
1,家族名義のクレジットカードは使用できますか？,false
1,妻のクレジットカードを使って注文してもいいですか？,false
1,支払いに家族のカードを使用しても大丈夫ですか？,false
1,夫のクレジットで支払いをしたい,false
1,妻のクレジットで支払いをしてもいいですか？,false
2,クレジット決済の引き落とし日を教えてください。,true
2,引き落とし日はいつですか,false
2,口座から料金が引き落とされるのはいつですか,false
2,カードの引き落とし日はわかりますか,false
2,クレジットカードで支払いを選んだ時の引落はいつになりますか,false
2,クレジット決済の引き落し日っていつになるかわかりますか？,false
2,引落しがいつか知りたい,false
3,振り込みは、どこに振り込めばよいのですか？,true
3,振り込みはどこで支払いができますか,false
3,振り込みがどこでできるか教えて欲しい,false
3,振込みはどうやってやればいいですか？,false
3,振込み用紙はどこにある？,false
3,振込の方法がわからない,false
3,コンビニ振込ってできないですか？,false
4,振り込み用紙は、どこに付いているのですか？,true
4,振込用紙が見つからない,false
4,振込み用紙ってどこに入ってましたか,false
4,振り込み用紙はいつ来ますか？,false
4,振り込みの書類が見つからないのですがどこですか,false
4,振込用の紙ってどこに入ってますか？,false
5,口座引き落としはできますか？,true
5,口座から引落しで支払う方法を教えてください,false
5,口座振替で支払うことはできますか,false
5,口座から代金を引き落して欲しいのですができますか,false
5,引落しはできますか,false
5,口座振替で商品の代金を支払えますか,false
6,自動引落しの場合、引落し日は、何日になりますか？,true
6,自動引落しされるのはいつですか？,false
6,自動引き落としで代金を支払ったとき、いつ口座から支払われますか,false
6,口座引落しでお金が引き落とされるのはいつですか,false
6,支払いで口座からの自動引落しをお願いしたのですがいつ、引き落しになるのか教えてください,false
7,口座引き落とし先の変更はできますか？,true
7,引落しにつかう口座を変えたいです,false
7,引き落し口座を変える方法を教えて欲しい,false
7,引き落し先の口座を変えてもいいですか？,false
7,引落しにつかう口座をみずほ銀行から三菱銀行に切り替えたいです,false
7,引き落し口座を切り替えることってできますか？,false
7,口座引落しで使っている銀行口座を別の口座に切り替えることができますか,false
8,電子マネーでのお支払いはできますか？,true
8,電子マネーで商品の代金を支払うことはできますか,false
8,電子マネーで支払う方法を教えてください,false
8,電子マネーで支払うことはできますか,false
8,電子マネーから代金を引き落して欲しいのですができますか,false
8,Edyでの支払いはできますか,false
8,Edyで商品の代金を支払えますか,false
8,Suicaでの支払いはできますか,false
8,Suicaで商品の代金を支払えますか,false
8,スイカでの支払いはできますか,false
8,スイカで商品の代金を支払えますか,false
9,商品はどれくらいで届きますか？,true
9,商品を注文したらいつ届くか教えてください,false
9,商品がいつ届くか知りたい,false
9,注文が届くのは何日後ですか,false
9,いつ注文した商品が配送されるか教えて欲しいです,false
9,商品のお届け日を教えてください,false
9,注文の配送日を教えて欲しいです,false
10,送料はかかりますか？,true
10,注文の送料がいくらになるか知りたいです,false
10,配送料がどれくらいかかりますか？,false
10,配送料がいくらになるか知りたいです,false
10,注文にかかる配送料はいくらぐらいですか？,false
10,商品のお届けにかかる費用はいくらですか,false
10,商品の配送費用を教えてください,false
10,商品の配送料が何円かわかりますか？,false
10,商品の送料が何円になるか教えてください,false
11,海外発送はできますか？,true
11,海外に商品を届けてもらうことはできますか？,false
11,海外に商品を送ることはできますか?,false
11,外国に発送はできますか？,false
11,外国に商品を届けてもらうことはできますか？,false
11,外国に商品を送ることはできますか?,false
11,注文した品物を海外に送ることはできますか,false
11,注文した品物を外国に送ることはできますか,false
12,代金引換手数料はかかりますか？,true
12,代金引換で支払った時、手数料はいくらになりますか,false
12,代金引き換えで支払った時、手数料はいくらになりますか,false
12,代金引換えで支払った時、手数料はいくらになりますか,false
12,注文の代金を代金引換で払ったら手数料はかかりますか,false
12,代金引き換えの手数料はかかりますか？,false
12,代金引換えの手数料はかかりますか？,false
13,商品の配達を、郵便局どめや宅配便の営業所どめへ変更できますか？,true
13,商品の配達を、郵便局留めや宅配便の営業所留めへ変更できますか？,false
13,荷物を郵便局止めにしてもらうことはできますか,false
13,商品を郵便局留めにすることができますか,false
13,荷物を郵便局留めにすることができますか,false
13,商品を営業所留めにすることができますか,false
13,荷物を営業所留めにすることができますか,false
14,えがおWEB会員に登録しないと購入できないのですか？,true
14,会員登録しないと購入できないのですか？,false
14,会員に登録しないで注文することはできますか？,false
14,商品を買いたいが会員登録しないで買えないか,false
14,WEB会員にならないで買うことはできないですか？,false
14,会員にならないで注文したい,false
14,登録しないで商品を購入することは可能ですか？,false
15,えがおWEB会員の登録はどうしたらできますか？,true
15,えがおWEB会員になる方法を教えてください,false
15,会員登録はどうしたらできますか？,false
15,会員登録する方法がわかりません,false
15,どうやったらWEB会員になれますか,false
15,会員の登録はどうやったらできますか,false
15,WEB会員登録のやり方が知りたいです,false
16,現在えがおで定期購入をしている、または過去に商品を購入したことがあります。¥n新たにえがおWEB会員に登録すると、会員登録が2重になりませんか？,true
16,２回会員登録をしてしまったのですがどちらを使えばいいですか,false
16,２重で会員登録してしまった場合どうすればいいですか,false
16,２回会員登録してしまった場合、どちらかを削除してもらえますか,false
16,二回会員登録してしまった場合、どっちの会員を使えばいいですか,false
16,アカウントを２つ作ってしまった場合はどうすればいいですか,false
17,友人にえがおの商品を紹介したいのですが、どのように注文したらいいですか？,true
17,知人に商品を紹介したい場合はどうすればいいですか,false
